id,title,age_cat,rating_cat,genre_cat,runtime_cat,popularity_cat,score_cat,budget_cat,budget_efficiency_cat,director_age_cat,director_experience_cat,director_is_acclaimed,director_is_panned,director_efficiency_cat,star_age_cat,star_experience_cat,star_is_acclaimed,star_is_panned,star_efficiency_cat
2701,Stuart Little 2,old,PG,Animation,short,high,low,very-high,mid,adult,low,False,False,mid,adult,high,True,False,high
2702,Igby Goes Down,old,R,Comedy,medium,mid,high,low,low,adult,low,False,False,none,young,low,False,False,none
2703,Rollerball,old,PG-13,Action,medium,mid,very-low,very-high,low,adult,high,True,False,high,young,low,False,True,low
2704,Changing Lanes,old,R,Drama,medium,high,high,high,mid,adult,low,False,False,high,adult,high,False,False,high
2705,White Oleander,old,PG-13,Drama,medium,mid,high,mid,mid,adult,low,False,False,none,adult,high,False,True,mid
2706,Below,old,R,Action,medium,mid,low,high,low,adult,low,False,False,mid,adult,low,False,False,none
2707,Big Trouble,old,PG-13,Comedy,short,mid,high,high,low,adult,high,False,True,high,adult,mid,False,True,high
2708,Far from Heaven,old,PG-13,Drama,medium,mid,very-high,mid,mid,adult,low,False,False,mid,adult,low,False,False,low
2709,Bubba Ho-Tep,old,R,Comedy,medium,mid,high,low,mid,adult,low,False,False,mid,adult,mid,True,False,high
2710,S1m0ne,old,PG-13,Comedy,medium,high,low,mid,mid,adult,low,True,False,low,elderly,high,True,True,mid
2711,Auto Focus,old,R,Biography,medium,mid,high,low,low,adult,mid,True,False,mid,adult,low,False,True,low
2712,Blood Work,old,R,Action,medium,mid,high,high,low,elderly,high,True,False,high,elderly,high,True,True,high
2713,Collateral Damage,old,R,Action,medium,high,low,very-high,low,adult,high,True,False,high,adult,high,True,True,high
2714,Undisputed,old,R,Action,medium,mid,low,mid,low,elderly,high,False,True,mid,adult,high,False,True,mid
2715,The Salton Sea,old,R,Crime,medium,mid,high,mid,low,adult,low,False,False,none,adult,high,False,True,mid
2716,Ju-on: The Grudge,old,R,Horror,medium,mid,high,low,mid,adult,low,False,False,none,young,low,False,False,none
2717,Barbershop,old,PG-13,Comedy,medium,mid,low,mid,high,adult,low,False,False,none,adult,low,False,False,high
2718,Whale Rider,old,PG-13,Drama,medium,mid,very-high,low,high,adult,low,False,False,none,young,low,False,False,none
2719,Rabbit-Proof Fence,old,PG,Adventure,medium,mid,very-high,low,mid,adult,high,False,True,mid,young,low,False,False,none
2720,Trapped,old,R,Action,medium,mid,low,high,low,adult,low,False,False,mid,adult,high,False,False,mid
2721,Narc,old,R,Crime,medium,mid,high,low,mid,adult,low,False,False,none,adult,mid,False,True,low
2722,Dark Blue,old,R,Crime,medium,mid,high,mid,low,adult,mid,False,False,mid,adult,high,True,False,mid
2723,Dahmer,old,R,Biography,medium,low,low,low,low,adult,low,False,False,none,adult,low,False,False,none
2724,Boat Trip,old,R,Comedy,medium,mid,very-low,mid,low,adult,low,False,False,none,adult,low,True,False,high
2725,Nicholas Nickleby,old,PG,Adventure,long,mid,high,mid,low,adult,low,False,False,high,young,low,False,False,none
2726,Bad Company,old,PG-13,Action,medium,mid,low,very-high,low,elderly,high,True,True,mid,elderly,high,True,False,mid
2727,Spider,old,R,Drama,medium,mid,high,mid,low,adult,high,True,False,mid,adult,high,True,True,mid
2728,Snow Dogs,old,PG,Adventure,medium,mid,very-low,high,high,adult,mid,False,True,high,adult,low,True,False,high
2729,The Quiet American,old,R,Drama,medium,mid,high,high,low,adult,high,False,True,mid,elderly,high,True,True,mid
2730,The Santa Clause 2,old,G,Comedy,medium,high,low,very-high,mid,adult,low,False,False,none,adult,mid,False,True,high
2731,Slackers,old,R,Comedy,short,mid,very-low,mid,low,adult,low,False,False,none,young,low,False,False,mid
2732,Sorority Boys,old,R,Comedy,medium,mid,low,mid,mid,adult,low,False,False,none,young,low,False,False,none
2733,The Country Bears,old,G,Comedy,short,low,very-low,high,low,adult,low,False,False,none,young,low,False,False,mid
2734,All About the Benjamins,old,R,Action,medium,mid,low,mid,mid,adult,low,False,False,none,adult,low,False,False,high
2735,Abandon,old,PG-13,Drama,medium,low,very-low,mid,low,adult,low,False,False,none,young,low,False,False,none
2736,Gerry,old,R,Adventure,medium,mid,low,low,low,adult,high,True,True,mid,young,low,False,False,none
2737,Clockstoppers,old,PG,Action,medium,mid,very-low,mid,mid,adult,low,True,False,mid,young,low,True,False,low
2738,Peter Pan 2: Return to Never Land,old,G,Animation,short,mid,low,mid,high,adult,low,False,False,none,young,low,False,False,none
2739,Poolhall Junkies,old,R,Comedy,medium,low,high,low,low,adult,low,False,False,none,adult,low,False,False,none
2740,Feardotcom,old,R,Crime,medium,mid,very-low,high,low,adult,low,False,False,mid,young,low,False,False,low
2741,No Good Deed,old,R,Crime,medium,low,very-low,mid,low,elderly,mid,False,True,low,adult,mid,False,False,mid
2742,Darkness,old,PG-13,Horror,short,mid,very-low,mid,high,adult,low,False,False,none,young,low,False,False,none
2743,Analyze That,old,R,Comedy,medium,high,low,very-high,low,adult,high,True,True,mid,adult,high,True,True,mid
2744,The Banger Sisters,old,R,Comedy,medium,mid,low,mid,high,adult,low,False,False,none,adult,mid,True,False,mid
2745,The Wild Thornberrys,old,PG,Animation,short,mid,low,mid,mid,young,low,False,False,none,adult,low,False,False,none
2746,The Adventures of Pluto Nash,old,PG-13,Action,medium,mid,very-low,very-high,low,adult,mid,False,False,mid,adult,high,True,True,high
2747,Eight Crazy Nights,old,PG-13,Animation,short,mid,very-low,high,low,adult,low,False,False,none,adult,high,False,True,high
2748,Full Frontal,old,R,Comedy,medium,low,very-low,low,mid,adult,high,True,False,mid,adult,high,True,False,high
2749,Moonlight Mile,old,PG-13,Drama,medium,mid,high,mid,low,adult,low,False,False,high,young,mid,True,False,low
2750,Half Past Dead,old,PG-13,Action,medium,mid,very-low,mid,mid,adult,low,False,False,none,adult,low,False,False,none
2751,Life or Something Like It,old,PG-13,Comedy,medium,mid,low,high,low,adult,high,False,True,high,young,low,False,False,mid
2752,Showtime,old,PG-13,Action,medium,high,low,very-high,low,adult,low,False,False,mid,adult,high,True,True,mid
2753,Ted Bundy,old,R,Biography,medium,low,low,low,low,adult,low,False,False,low,adult,low,False,False,none
2754,Ballistic: Ecks vs. Sever,old,R,Action,medium,mid,very-low,very-high,low,young,low,False,False,none,adult,mid,False,False,mid
2755,Brown Sugar,old,PG-13,Comedy,medium,low,high,low,high,young,low,False,False,high,adult,low,False,False,high
2756,Deuces Wild,old,R,Action,medium,low,low,mid,low,adult,low,False,False,mid,young,low,False,False,low
2757,The Emperor's Club,old,PG-13,Drama,medium,mid,high,mid,mid,adult,mid,False,False,mid,adult,high,True,False,mid
2758,All or Nothing,old,R,Drama,long,mid,very-high,low,low,adult,low,True,False,mid,adult,low,True,False,mid
2759,Real Women Have Curves,old,PG-13,Comedy,medium,low,high,low,mid,adult,low,False,False,none,young,low,False,False,none
2760,The Crocodile Hunter: Collision Course,old,PG,Action,medium,low,very-low,mid,mid,adult,low,False,False,none,adult,low,False,False,none
2761,Possession,old,PG-13,Drama,medium,mid,low,mid,low,adult,mid,False,False,high,adult,mid,False,False,high
2762,City by the Sea,old,R,Crime,medium,mid,low,high,low,adult,mid,False,False,mid,adult,high,True,True,mid
2763,Heaven,old,R,Crime,medium,mid,high,mid,low,adult,low,False,False,none,adult,mid,True,False,mid
2764,Kill Bill: Vol. 1,old,R,Action,medium,very-high,very-high,high,high,adult,mid,True,False,high,adult,low,False,True,low
2765,Pirates of the Caribbean: the Curse of the Black Pearl,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,mid,False,False,high,adult,high,True,False,mid
2766,The Lord of the Rings: The Return of the King,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,mid,True,False,high,young,mid,True,True,high
2767,Old School,old,R,Comedy,short,very-high,high,mid,high,adult,low,False,False,high,adult,low,False,False,low
2768,Mystic River,old,R,Crime,long,very-high,very-high,mid,high,elderly,high,True,False,mid,adult,high,True,True,mid
2769,Love Actually,old,R,Comedy,long,very-high,very-high,high,high,adult,low,False,False,none,adult,high,False,False,high
2770,The Life of David Gale,old,R,Crime,long,very-high,very-high,high,mid,adult,high,True,False,mid,adult,high,True,False,high
2771,2 Fast 2 Furious,old,PG-13,Action,medium,very-high,low,very-high,high,adult,mid,True,False,high,adult,low,False,True,low
2772,Underworld,old,R,Action,long,very-high,high,mid,high,adult,low,False,False,none,adult,low,False,False,none
2773,Oldboy,old,R,Action,long,very-high,very-high,low,high,adult,low,True,False,low,adult,low,False,False,none
2774,Lost in Translation,old,R,Comedy,medium,very-high,very-high,low,high,adult,low,False,False,mid,adult,high,True,False,high
2775,Looney Tunes: Back in Action,old,PG,Animation,medium,mid,low,very-high,low,adult,high,False,False,high,adult,high,False,True,mid
2776,Big Fish,old,PG-13,Adventure,long,very-high,very-high,very-high,mid,adult,high,True,False,high,adult,low,False,True,high
2777,The Matrix Reloaded,old,R,Action,long,very-high,high,very-high,high,adult,low,True,False,high,adult,high,True,False,mid
2778,The Dreamers,old,Other,Drama,medium,very-high,high,mid,mid,elderly,mid,False,False,low,young,low,False,False,none
2779,Memories of Murder,old,Unrated,Crime,long,very-high,very-high,low,low,adult,low,False,False,none,adult,low,True,False,low
2780,Finding Nemo,old,G,Animation,medium,very-high,very-high,very-high,high,adult,low,False,False,none,adult,low,False,False,none
2781,Hulk,old,PG-13,Action,long,very-high,low,very-high,mid,adult,mid,True,False,high,adult,low,False,False,none
2782,School of Rock,old,PG-13,Comedy,medium,very-high,high,high,high,adult,mid,True,False,high,adult,low,False,False,high
2783,Thirteen,old,R,Drama,medium,high,high,low,high,adult,low,False,False,none,young,low,False,False,none
2784,Wrong Turn,old,R,Horror,short,very-high,low,mid,mid,adult,low,False,False,none,young,low,False,False,none
2785,The Italian Job,old,PG-13,Action,medium,very-high,high,very-high,mid,adult,mid,False,False,high,elderly,mid,True,True,high
2786,Terminator 3: Rise of the Machines,old,R,Action,medium,very-high,low,very-high,mid,adult,low,False,False,mid,adult,high,True,True,high
2787,Peter Pan,old,PG,Adventure,medium,high,high,very-high,mid,adult,low,False,False,high,young,low,False,False,none
2788,Monster,old,R,Biography,medium,very-high,high,low,high,adult,low,False,False,none,young,low,False,True,low
2789,The Matrix Revolutions,old,R,Action,long,very-high,high,very-high,mid,adult,low,True,False,high,adult,high,True,False,mid
2790,Daredevil,old,PG-13,Action,medium,very-high,very-low,very-high,mid,adult,low,False,False,low,adult,high,False,False,high
2791,Master and Commander: the Far Side of the World,old,PG-13,Action,long,very-high,very-high,very-high,mid,adult,high,True,False,high,adult,mid,True,False,mid
2792,The Missing,old,R,Adventure,long,mid,high,very-high,low,adult,high,True,False,high,adult,high,False,False,mid
2793,The Room,old,R,Drama,medium,high,very-low,low,low,adult,low,False,False,none,adult,low,False,False,none
2794,The Texas Chainsaw Massacre,old,R,Crime,medium,very-high,low,low,high,adult,low,False,False,none,young,low,False,False,none
2795,S.W.A.T.,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,low,False,False,none,adult,high,False,True,mid
2796,The Last Samurai,old,R,Action,long,very-high,very-high,very-high,high,adult,mid,True,False,high,adult,high,True,True,high
2797,Holes,old,PG,Adventure,medium,high,high,mid,high,adult,high,True,False,mid,young,low,False,False,none
2798,Timeline,old,PG-13,Action,medium,high,low,very-high,low,elderly,high,True,False,high,adult,low,False,True,low
2799,X2: X-Men United,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,mid,True,False,mid,elderly,mid,True,False,mid
2800,The Rundown,old,PG-13,Action,medium,very-high,high,very-high,low,adult,low,False,False,low,adult,low,False,False,high
2801,House of 1000 Corpses,old,R,Horror,short,high,low,low,mid,adult,low,False,False,none,elderly,low,False,False,none
2802,Identity,old,R,Other,medium,very-high,high,mid,high,adult,mid,False,False,mid,adult,high,True,False,mid
2803,Once Upon a Time in Mexico,old,R,Action,medium,very-high,high,mid,high,adult,high,False,True,high,adult,mid,False,True,mid
2804,Cold Mountain,old,R,Adventure,long,very-high,high,very-high,mid,adult,mid,True,False,high,adult,low,True,False,low
2805,Cheaper by the Dozen,old,PG,Comedy,medium,high,low,high,high,adult,low,False,False,high,adult,high,True,True,mid
2806,In the Cut,old,R,Other,medium,mid,very-low,mid,mid,adult,low,True,False,high,adult,mid,False,False,mid
2807,Secondhand Lions,old,PG,Comedy,medium,high,very-high,high,mid,adult,low,False,False,none,young,low,False,True,mid
2808,Scary Movie 3,old,PG-13,Comedy,short,very-high,low,high,high,adult,mid,True,False,high,young,low,False,True,high
2809,How to Lose a Guy in 10 Days,old,PG-13,Comedy,medium,very-high,high,high,high,adult,mid,False,True,mid,young,low,False,False,none
2810,The League of Extraordinary Gentlemen,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,low,False,False,mid,elderly,high,True,False,mid
2811,What a Girl Wants,old,PG,Comedy,medium,high,low,mid,mid,adult,low,False,False,mid,young,low,False,False,none
2812,Bad Boys II,old,R,Action,long,very-high,high,very-high,mid,adult,mid,True,False,high,adult,high,False,True,high
2813,Open Range,old,R,Action,long,high,very-high,mid,high,adult,low,True,False,high,adult,high,True,False,high
2814,Mona Lisa Smile,old,PG-13,Drama,medium,high,high,very-high,mid,elderly,mid,True,False,high,adult,high,True,True,high
2815,Freddy vs. Jason,old,R,Action,medium,very-high,low,high,high,adult,mid,False,True,low,adult,mid,False,True,high
2816,Bruce Almighty,old,PG-13,Comedy,medium,very-high,high,very-high,high,adult,mid,False,False,high,adult,high,True,False,high
2817,Dogville,old,R,Crime,long,very-high,very-high,mid,mid,adult,low,True,False,high,adult,mid,True,False,high
2818,Elf,old,PG,Adventure,medium,very-high,high,high,high,adult,low,False,False,mid,adult,low,False,False,none
2819,Freaky Friday,old,PG,Comedy,medium,very-high,low,mid,high,adult,low,False,False,low,adult,high,False,True,high
2820,Charlie's Angels: Full Throttle,old,PG-13,Action,medium,very-high,very-low,very-high,mid,adult,low,False,False,mid,young,high,False,True,mid
2821,Legally Blonde 2,old,PG-13,Comedy,medium,high,very-low,high,mid,adult,low,False,False,high,young,mid,False,False,high
2822,Dickie Roberts: Former Child Star,old,PG-13,Comedy,medium,mid,low,mid,mid,adult,mid,False,False,mid,adult,mid,True,True,mid
2823,Anger Management,old,PG-13,Comedy,medium,very-high,low,very-high,mid,adult,mid,False,True,mid,elderly,high,True,True,mid
2824,Open Water,old,R,Adventure,short,high,low,low,high,adult,low,False,False,none,adult,low,False,False,none
2825,Something's Gotta Give,old,PG-13,Comedy,long,very-high,high,very-high,high,adult,low,False,False,high,elderly,high,True,True,mid
2826,Girl with a Pearl Earring,old,PG-13,Biography,medium,high,high,mid,mid,adult,low,False,False,none,young,low,False,False,mid
2827,The Cat in the Hat,old,PG,Adventure,short,high,very-low,very-high,mid,adult,low,False,False,none,adult,high,True,False,high
2828,Brother Bear,old,G,Animation,short,very-high,high,very-high,mid,adult,low,False,False,none,young,low,False,False,low
2829,The Brown Bunny,old,Unrated,Drama,medium,mid,very-low,mid,low,adult,low,True,False,mid,adult,low,True,False,mid
2830,Tears of the Sun,old,R,Action,long,very-high,high,very-high,mid,adult,mid,True,False,mid,adult,high,True,True,mid
2831,Final Destination 2,old,R,Horror,medium,very-high,low,mid,high,adult,low,False,False,none,young,low,False,False,none
2832,21 Grams,old,R,Crime,long,very-high,very-high,mid,high,adult,low,True,False,high,adult,high,True,True,mid
2833,Intolerable Cruelty,old,PG-13,Comedy,medium,high,low,very-high,mid,adult,high,True,False,mid,adult,high,True,False,mid
2834,Johnny English,old,PG,Action,short,very-high,low,high,high,adult,low,False,False,mid,adult,low,False,False,high
2835,The Hunted,old,R,Action,medium,mid,low,high,low,elderly,high,False,True,mid,adult,high,False,False,mid
2836,Matchstick Men,old,PG-13,Comedy,medium,very-high,high,very-high,mid,elderly,high,True,False,mid,adult,high,True,True,mid
2837,Under the Tuscan Sun,old,PG-13,Comedy,medium,mid,high,mid,high,adult,low,False,False,none,adult,low,False,False,low
2838,Seabiscuit,old,PG-13,Drama,long,high,high,very-high,mid,adult,low,True,False,low,young,mid,True,False,mid
2839,American Wedding,old,R,Comedy,medium,very-high,low,high,high,adult,low,False,False,mid,young,mid,False,True,high
2840,Just Married,old,PG-13,Comedy,medium,high,low,mid,high,adult,low,False,False,high,young,low,False,False,high
2841,Lara Croft Tomb Raider: The Cradle of Life,old,PG-13,Action,medium,very-high,low,very-high,mid,elderly,mid,False,True,high,young,low,False,False,mid
